# x,y
297,188
352,187
297,188
352,187
297,188
352,187
297,188
352,187
297,188
352,187
297,188
352,187
297,188
352,187
297,188
352,187
297,188
352,187
389,323
446,283
321,302
372,275
314,282
367,259
277,138
333,131
270,129
327,124
274,125
330,121
282,120
336,118
264,105
319,109
249,102
305,107
246,110
301,114
251,113
305,116
255,119
308,120
265,130
318,129
278,132
331,131
284,131
336,133
286,131
338,131
288,132
340,132
295,127
346,127
291,133
342,134
289,133
341,133
288,134
340,134
292,133
344,133
296,131
347,132
295,128
346,128
293,125
344,124
289,124
341,123
294,123
346,125
295,125
346,127
295,125
346,126
296,123
347,124
296,123
347,124
296,121
348,123
300,124
350,127
299,124
350,126
299,124
350,126
299,121
350,124
298,127
349,129
297,127
349,129
297,128
349,129
296,128
348,129
296,128
346,130
295,129
345,130
294,128
343,129
293,127
342,129
293,128
341,129
293,128
341,129
293,127
341,128
293,127
341,128
293,127
341,128
293,127
341,127
294,126
342,127
296,125
344,126
296,125
345,126
296,125
344,126
296,125
344,126
296,125
345,126
296,126
345,126
297,126
345,127
297,127
345,128
297,127
346,128
300,134
347,133
299,132
345,132
297,130
346,130
297,129
345,130
297,129
345,129
297,128
345,128
297,127
345,128
297,127
345,128
297,126
345,128
296,128
345,128
296,128
345,128
296,128
344,129
296,128
344,129
296,128
344,129
296,128
344,129
295,128
344,129
295,129
343,129
294,129
343,129
294,129
342,130
294,129
342,130
293,130
342,130
293,130
342,130
293,130
342,131
293,129
342,131
293,129
341,130
294,133
342,134
294,133
342,133
294,132
342,133
295,133
343,133
295,132
343,134
295,133
343,133
295,132
344,133
295,132
344,133
296,133
344,134
295,130
343,131
295,130
343,131
296,131
343,132
295,131
343,131
295,129
343,131
295,130
343,131
295,130
343,131
295,130
343,131
295,129
343,130
295,130
343,130
295,129
343,130
294,130
343,130
294,130
343,130
294,130
342,131
294,130
342,131
294,130
343,130
294,130
343,130
294,130
342,131
295,130
343,130
295,129
343,130
295,130
343,130
295,129
343,130
295,129
343,130
294,130
343,130
294,130
342,131
294,130
342,131
294,129
342,130
294,129
342,130
294,130
342,129
294,130
342,130
294,129
342,130
294,129
342,130
294,129
342,130
294,129
342,130
294,129
342,130
294,129
342,130
294,129
342,130
294,129
342,130
294,130
342,130
292,130
341,130
292,130
341,130
293,130
341,130
292,130
341,130
292,130
341,130
292,130
341,130
292,129
340,131
292,129
340,130
292,130
340,131
292,131
340,132
291,133
339,134
287,136
340,136
289,135
336,134
288,134
336,133
289,134
337,133
291,133
340,135
291,133
338,136
291,134
339,136
291,135
339,137
291,137
339,138
291,137
339,138
290,138
339,140
290,138
339,140
290,138
339,140
290,138
339,140
290,138
339,140
289,154
339,155
289,154
339,155
290,154
340,155
289,154
340,155
289,154
340,154
287,150
339,150
286,150
339,151
286,149
339,151
285,150
339,151
285,149
338,150
285,148
339,151
284,149
338,151
283,148
338,151
282,148
337,151
276,154
334,158
275,156
334,160
274,157
334,160
273,157
335,160
273,157
335,159
272,156
334,159
271,157
334,159
271,157
334,159
270,158
333,161
266,163
330,165
265,164
328,165
264,165
326,165
262,166
325,165
261,165
323,167
260,166
321,166
258,167
320,166
257,167
319,167
249,171
313,171
246,172
307,172
245,172
306,173
242,172
303,173
241,172
302,172
240,172
301,171
239,172
300,172
238,172
299,172
236,173
297,172
238,170
300,170
240,170
302,169
241,170
302,169
241,170
302,169
241,170
303,169
243,170
304,168
243,169
305,168
243,170
305,168
243,170
305,169
244,169
305,168
245,170
305,168
243,169
305,168
243,169
304,169
240,172
301,170
240,172
301,170
238,172
299,172
237,172
298,172
237,172
298,171
238,173
300,171
240,175
301,173
240,175
301,173
240,175
301,173
240,175
301,173
240,175
301,173
240,175
302,174
240,175
302,174
240,175
302,174
240,175
303,174
239,175
303,174
239,176
302,174
240,175
302,174
240,175
302,174
240,175
302,174
240,174
302,171
240,174
303,171
241,173
303,171
241,173
303,171
241,173
304,171
241,173
304,170
242,172
304,169
242,172
305,169
242,172
305,170
242,172
305,170
242,172
305,169
242,172
305,169
242,172
305,169
242,172
305,170
242,172
305,170
242,172
305,170
242,172
305,170
242,172
305,170
242,172
305,170
242,172
305,169
242,172
305,170
243,171
305,169
242,171
305,169
242,171
305,169
242,171
305,168
242,172
305,169
243,172
305,170
243,172
306,169
243,172
306,169
243,172
306,169
243,172
305,169
243,171
305,170
243,171
305,170
243,171
305,170
243,172
305,170
243,171
305,170
243,171
305,170
243,172
305,170
242,171
304,170
239,173
301,171
239,173
301,172
239,174
300,172
239,173
300,171
239,173
300,171
239,173
300,173
238,174
299,173
238,174
299,173
238,174
299,173
240,175
300,172
240,175
300,172
242,176
304,175
242,176
304,175
242,176
304,175
242,176
305,173
243,175
305,173
243,176
305,174
243,175
305,174
243,175
305,174
241,175
302,174
240,174
301,174
240,175
301,174
242,172
304,171
243,173
305,170
242,173
304,171
242,173
304,170
243,172
304,170
243,172
304,171
243,172
305,171
243,172
305,171
243,172
305,171
243,172
305,170
243,172
305,171
243,172
305,171
243,172
305,170
243,172
305,171
243,173
305,171
241,173
305,173
240,174
303,173
243,174
305,172
243,173
305,171
243,173
305,171
243,172
305,171
243,172
305,171
243,172
305,171
243,171
306,170
244,171
306,169
244,171
306,170
244,171
306,170
244,171
306,170
244,172
307,169
245,171
306,169
245,171
306,169
245,170
307,169
245,171
307,169
245,170
307,169
245,170
307,169
245,170
307,169
245,170
307,168
243,172
303,169
240,174
301,173
240,175
302,172
240,174
301,173
240,174
301,173
239,174
301,173
239,174
301,173
239,174
301,172
239,175
301,172
239,175
301,172
239,174
300,173
239,175
300,174
239,175
300,174
239,175
300,174
239,175
300,174
238,176
300,173
238,176
299,175
238,176
299,175
238,176
299,175
238,176
299,175
238,175
299,175
237,176
299,175
235,176
298,175
235,176
298,175
234,175
297,174
234,176
297,174
234,177
297,175
234,176
297,175
234,176
297,175
234,176
296,175
234,176
297,175
234,176
296,175
234,175
297,174
234,175
296,174
234,176
297,174
234,175
296,174
234,175
296,174
234,175
297,174
234,175
296,174
234,176
297,174
237,176
299,174
238,174
298,172
239,171
300,171
238,171
300,170
240,168
302,167
241,167
304,165
244,166
303,165
250,165
309,165
256,164
314,165
263,162
323,164
294,155
348,161
300,154
355,162
308,154
360,162
313,155
365,163
319,157
370,164
319,157
370,164
330,157
379,165
345,151
390,159
348,148
392,155
352,146
398,153
